"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"2-pokoje ponad 75m2 Chrzanowskiego Psie Pole","Psie Pole","2200","2","55","+ czynsz: 980 zł/miesiąc","/pl/oferta/2-pokoje-ponad-75m2-chrzanowskiego-psie-pole-ID4km0a"
"Apartament w luksusowym otoczeniu na zamknietej po","Śródmieście","7000","4","180","+ czynsz: 1250 zł/miesiąc","/pl/oferta/apartament-w-luksusowym-otoczeniu-na-zamknietej-po-ID4klW9"
"Mieszkanie 2 pokojowe WROCŁAW, ul. Zakładowa","Krzyki","2709","2","47.83","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-wroclaw-ul-zakladowa-ID4klUO"
"Mieszkanie 1 pokojowe WROCŁAW, ul. Zakładowa 8","Krzyki","2319","1","27.81","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-1-pokojowe-wroclaw-ul-zakladowa-8-ID4klU9"
"Mieszkanie 3pokojowe WROCŁAW, ul Zakładowa","Krzyki","3779","3","68.32","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-3pokojowe-wroclaw-ul-zakladowa-ID4klTB"
"Kwatery pracownicze | Boczna Kamieńskiego","Psie Pole","4000","4","76","+ czynsz: poszukaj w opisie","/pl/oferta/kwatery-pracownicze-boczna-kamienskiego-ID4klSW"
"Mieszkanie 2 pokojowe WROCŁAW, ul. Zakładowa","Krzyki","2646","2","38.13","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-wroclaw-ul-zakladowa-ID4klSU"
"Wyjątkowy Penthouse w centrum miasta","Stare Miasto","14","4","104","+ czynsz: 1400 zł/miesiąc","/pl/oferta/wyjatkowy-penthouse-w-centrum-miasta-ID4klSw"
"Mieszkanie 2 pokojowe WROCŁAW, ul Zakładowa","Krzyki","2829","2","48.07","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-wroclaw-ul-zakladowa-ID4klSj"
"Okolice Pilczyckiej TARAS","Fabryczna","1800","1","52","+ czynsz: 800 zł/miesiąc","/pl/oferta/okolice-pilczyckiej-taras-ID4klNH"
"nowe – Białowieska 114/14 - bez pośredników","Fabryczna","2879","2","50.02","+ czynsz: 451 zł/miesiąc","/pl/oferta/nowe-bialowieska-114-14-bez-posrednikow-ID4klND"
"Rozkładowe 2-pok. balkon, winda - centrum","Fabryczna","2400","2","45","+ czynsz: 550 zł/miesiąc","/pl/oferta/rozkladowe-2-pok-balkon-winda-centrum-ID4klJb"
"nowe – Białowieska 120/34 - bez pośredników","Fabryczna","2806","2","38.4","+ czynsz: 346 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-34-bez-posrednikow-ID4kdoh"
"Wrocław Gaj 2pokojowe wysoki standard","Krzyki","2950","2","54","+ czynsz: 450 zł/miesiąc","/pl/oferta/wroclaw-gaj-2pokojowe-wysoki-standard-ID4ca1m"
"Wrocław, Litewska, urządzona kawalerka z garażem","Psie Pole","2300","1","32","+ czynsz: 550 zł/miesiąc","/pl/oferta/wroclaw-litewska-urzadzona-kawalerka-z-garazem-ID2UrBB"
"3 -pokoje w centum Wrocławia Szczepin","Stare Miasto","2500","3","48","+ czynsz: 570 zł/miesiąc","/pl/oferta/3-pokoje-w-centum-wroclawia-szczepin-ID4klqs"
"Mieszkanie do wynajęcia ul. Sołtysowicka, Wrocław","Psie Pole","2400","2","33","+ czynsz: 550 zł/miesiąc","/pl/oferta/mieszkanie-do-wynajecia-ul-soltysowicka-wroclaw-ID4kloY"
"Luksusowe MIESZKANIE - DWUPOZIOMOWE⭐5 POKOI⭐Balkon","Krzyki","6200","5","135","+ czynsz: 1950 zł/miesiąc","/pl/oferta/luksusowe-mieszkanie-dwupoziomowe5-pokoibalkon-ID4klmn"
"Dwupoziomowe mieszkanie | 3 pok | w ścisłym centru","Stare Miasto","3800","3","69","+ czynsz: poszukaj w opisie","/pl/oferta/dwupoziomowe-mieszkanie-3-pok-w-scislym-centru-ID4klhX"
"Przytulne mieszkanie na cichym osiedlu, Stabłowice","Fabryczna","2400","2","37.56","+ czynsz: 650 zł/miesiąc","/pl/oferta/przytulne-mieszkanie-na-cichym-osiedlu-stablowice-ID4klfL"
"Od Zaraz Do wynajęcia nowoczesna kawalerka","Krzyki","1945","1","20","+ czynsz: poszukaj w opisie","/pl/oferta/od-zaraz-do-wynajecia-nowoczesna-kawalerka-ID4kl5g"
"Tanio Mieszkanie 2 -pokojowe Traugutta 50 m2","Śródmieście","3500","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/tanio-mieszkanie-2-pokojowe-traugutta-50-m2-ID35gSc"
"3 pokoje w Angel City, Spa&Gym ul.Walońska","Krzyki","4800","3","57","+ czynsz: 1100 zł/miesiąc","/pl/oferta/3-pokoje-w-angel-city-spa-gym-ul-walonska-ID4kkWv"
"Mieszkanie idealne dla pary ul. Dyrekcyjna","Krzyki","3000","2","40","+ czynsz: 300 zł/miesiąc","/pl/oferta/mieszkanie-idealne-dla-pary-ul-dyrekcyjna-ID4kkTf"
"Na wynajem stylowy apartament przy Braniborskiej!","Stare Miasto","2800","1","30.12","+ czynsz: 250 zł/miesiąc","/pl/oferta/na-wynajem-stylowy-apartament-przy-braniborskiej-ID4jXJI"
"Квартира в oренду/Apartment for rent","Stare Miasto","1800","1","19","+ czynsz: poszukaj w opisie","/pl/oferta/o-apartment-for-rent-ID4kkHJ"
"Nowe - 2 Pokoje - Klima - Balkon - Garaż - Krzyki","Krzyki","3700","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-2-pokoje-klima-balkon-garaz-krzyki-ID4kkFX"
"Mieszkanie 3 pok./ogród,garaż/NA 3 MIESIĄCE/Krzyki","Krzyki","3500","3","55","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-3-pok-ogrod-garaz-na-3-miesiace-krzyki-ID47HBS"
"Квартира в oренду/Apartment for rent","Fabryczna","2700","2","46","+ czynsz: poszukaj w opisie","/pl/oferta/o-apartment-for-rent-ID4kkBz"
"Квартира в oренду/Apartment for rent","Krzyki","3050","3","54","+ czynsz: poszukaj w opisie","/pl/oferta/o-apartment-for-rent-ID4kkBA"
"Obiekt na 110 osób ul. Kobierzycka Wrocław LG","Krzyki","59","10","1139","+ czynsz: poszukaj w opisie","/pl/oferta/obiekt-na-110-osob-ul-kobierzycka-wroclaw-lg-ID4kky4"
"UL. RACŁAWICKA / NOWE / WYSOKI STANDARD","Krzyki","2800","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/ul-raclawicka-nowe-wysoki-standard-ID4kksz"
"Lokal z Witryną Na działalność Handlową Biurową","Rynek","2500","1","7","+ czynsz: poszukaj w opisie","/pl/oferta/lokal-z-witryna-na-dzialalnosc-handlowa-biurowa-ID4kkop"
"Przestronna kawalerka blisko Awf","Śródmieście","2000","1","35","+ czynsz: poszukaj w opisie","/pl/oferta/przestronna-kawalerka-blisko-awf-ID4kkk7"
"Studio 25 m2 Umeblowane -Ul. Zarembowicza/Lotnisko","Fabryczna","2000","1","24.49","+ czynsz: 500 zł/miesiąc","/pl/oferta/studio-25-m2-umeblowane-ul-zarembowicza-lotnisko-ID4kchU"
"Mieszkanie - Wrocław Krzyki","Krzyki","13","2","102.1","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-wroclaw-krzyki-ID4kjQn"
"(Pl/Ru/Eng) Jagodno | Petfriendly | Od Zaraz","Krzyki","2500","2","44","+ czynsz: 600 zł/miesiąc","/pl/oferta/pl-ru-eng-jagodno-petfriendly-od-zaraz-ID4kjMx"
"Mieszkanie 50m2, 2 pokoje, ul. Jutrzenki, Krzyki","Krzyki","2300","2","50","+ czynsz: 770 zł/miesiąc","/pl/oferta/mieszkanie-50m2-2-pokoje-ul-jutrzenki-krzyki-ID4kjJG"
"Centrum,2 duże pokoje, oddzielna kuchnia, balkon","Stare Miasto","2900","2","49.1","+ czynsz: 500 zł/miesiąc","/pl/oferta/centrum-2-duze-pokoje-oddzielna-kuchnia-balkon-ID4kjux"
"Piękna, nowa kawalerka + komórka lok. + garaż","Psie Pole","2500","1","37","+ czynsz: 500 zł/miesiąc","/pl/oferta/piekna-nowa-kawalerka-komorka-lok-garaz-ID4kjfb"
"Wambierzycka-Rozkładowe-2-Pokoje-52Mkw","Krzyki","2700","2","52","+ czynsz: 720 zł/miesiąc","/pl/oferta/wambierzycka-rozkladowe-2-pokoje-52mkw-ID4kjdl"
"Pierwszy najem | 2 pokoje | Długa","Stare Miasto","2800","2","38.03","+ czynsz: 500 zł/miesiąc","/pl/oferta/pierwszy-najem-2-pokoje-dluga-ID4kj8h"
"Mieszkanie, 45 m², Wrocław","Krzyki","2800","2","45","+ czynsz: 400 zł/miesiąc","/pl/oferta/mieszkanie-45-m-wroclaw-ID4kiTD"
"nowe – Popowicka 116/7 - bez pośredników","Fabryczna","2758","2","42.06","+ czynsz: 400 zł/miesiąc","/pl/oferta/nowe-popowicka-116-7-bez-posrednikow-ID4jF9d"
"Kawalerka, pierwszy najem, faktura Vat","Psie Pole","2000","1","25","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-pierwszy-najem-faktura-vat-ID4kiqg"
"4 pokojowe w willi obok Hali Stulecia i parku","Śródmieście","5000","4","110","+ czynsz: poszukaj w opisie","/pl/oferta/4-pokojowe-w-willi-obok-hali-stulecia-i-parku-ID4kyRc"
"2-pokoje *Centrum *Galeria Wrlocłavia, PKP *43 m2","Krzyki","2690","2","43","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-pokoje-centrum-galeria-wrloclavia-pkp-43-m2-ID4kx6j"
"Bezpośrednio_UL. DŁUGOSZA 37","Psie Pole","2100","2","35","+ czynsz: 600 zł/miesiąc","/pl/oferta/bezposrednio-ul-dlugosza-37-ID4kEJ2"
"Mieszkanie - Wrocław Psie Pole","Psie Pole","2300","2","37.5","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-wroclaw-psie-pole-ID4ki7I"
"2 Pok | Rozkład | 45 m2 | Balkon | Różanka |","Psie Pole","2300","2","45","+ czynsz: 550 zł/miesiąc","/pl/oferta/2-pok-rozklad-45-m2-balkon-rozanka-ID4ki4k"
"Mieszkanie - Wrocław Popowice","Fabryczna","2000","1","26.1","+ czynsz: 320 zł/miesiąc","/pl/oferta/mieszkanie-wroclaw-popowice-ID4khVI"
"Mieszkanie, 53 m², Wrocław","Krzyki","1800","2","53","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-53-m-wroclaw-ID4k2S0"
"Mieszkanie 1 pokojowe KRZYKI, ul. Dąbrowskiego","Krzyki","2852","1","33.6","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-1-pokojowe-krzyki-ul-dabrowskiego-ID4khLG"
"Krzyki Racławicka 3 pokoje garaż komórka OD ZARAZ","dolnośląskie","3800","3","60","+ czynsz: 800 zł/miesiąc","/pl/oferta/krzyki-raclawicka-3-pokoje-garaz-komorka-od-zaraz-ID46Zvk"
"Jesionowa 2 pokoje 2 garaże 17 piętro","Krzyki","2990","2","52","+ czynsz: 750 zł/miesiąc","/pl/oferta/jesionowa-2-pokoje-2-garaze-17-pietro-ID4jMWB"
"Zielona Etiuda, Basen, Sauna, 2 pokoje, lux","Krzyki","4500","2","57","+ czynsz: 1200 zł/miesiąc","/pl/oferta/zielona-etiuda-basen-sauna-2-pokoje-lux-ID4jApW"
"Oporów 3 pokoje pierwszy najem garaż OD ZARAZ","Fabryczna","4900","3","75","+ czynsz: 700 zł/miesiąc","/pl/oferta/oporow-3-pokoje-pierwszy-najem-garaz-od-zaraz-ID4k9Im"
"Nyska-3pok-Balkon-Garaż-Krzyki-Południe-Tarnogaj-C","Krzyki","3300","3","60","+ czynsz: 798 zł/miesiąc","/pl/oferta/nyska-3pok-balkon-garaz-krzyki-poludnie-tarnogaj-c-ID4kh2L"
"Luksusowe dwupokojowe mieszkanie w stylu loftowym","Psie Pole","3500","2","78","+ czynsz: poszukaj w opisie","/pl/oferta/luksusowe-dwupokojowe-mieszkanie-w-stylu-loftowym-ID4kh0g"
"Wrocław, Halo, Tęczowa","Stare Miasto","2700","1","27","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-halo-teczowa-ID4k0Q0"
"Wrocław/ Radwanice, przestronne , eleganckie.","Krzyki","4000","4","105","+ czynsz: 1100 zł/miesiąc","/pl/oferta/wroclaw-radwanice-przestronne-eleganckie-ID4kgJU"
"Traugutta/Walońska 2 oddzielne sypialnie+kuchnia","Krzyki","3800","2","44","+ czynsz: 550 zł/miesiąc","/pl/oferta/traugutta-walonska-2-oddzielne-sypialnie-kuchnia-ID4k02f"
"Kawalerka w centrum z dwoma balkonami -ul.Jagiełły","Śródmieście","2200","1","25","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-w-centrum-z-dwoma-balkonami-ul-jagielly-ID4kgt2"
"2 Pokojowe 60m2| Botanica Residence | Garaż","Śródmieście","4500","2","60","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-60m2-botanica-residence-garaz-ID4kgmM"
"Przytulny apartament przy Odrze! Pierwszy najem.3D","Stare Miasto","5000","2","55","+ czynsz: 700 zł/miesiąc","/pl/oferta/przytulny-apartament-przy-odrze-pierwszy-najem-3d-ID4kghg"
"Centrum 2 pokoje 52m2 Parking Rynek","dolnośląskie","2699","2","52","+ czynsz: 650 zł/miesiąc","/pl/oferta/centrum-2-pokoje-52m2-parking-rynek-ID4kgd0"
"Stylowy apartament z antresolą - po remoncie","Krzyki","2900","1","38","+ czynsz: 371 zł/miesiąc","/pl/oferta/stylowy-apartament-z-antresola-po-remoncie-ID4kg1Y"
"Wyjątkowy apartament w Centrum z widokiem na Odrę","Stare Miasto","3500","2","45","+ czynsz: 400 zł/miesiąc","/pl/oferta/wyjatkowy-apartament-w-centrum-z-widokiem-na-odre-ID4ke7u"
"4 pokojowy apartamen okolice zakładowej Ua/Eng","Śródmieście","4700","4","64","+ czynsz: 600 zł/miesiąc","/pl/oferta/4-pokojowy-apartamen-okolice-zakladowej-ua-eng-ID4kfNh"
"Wymarzone mieszkanie dla rodziny z psem 54m2 Huby","Krzyki","4000","3","54","+ czynsz: poszukaj w opisie","/pl/oferta/wymarzone-mieszkanie-dla-rodziny-z-psem-54m2-huby-ID4kfKR"
"Kawalerka na Śródmieściu, od zaraz En/Ua","Śródmieście","1990","1","17","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-na-srodmiesciu-od-zaraz-en-ua-ID4kfKI"
"Kawalerka przy Rynku z ogródkiem, od zaraz En/Ua","Śródmieście","2750","1","34","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-przy-rynku-z-ogrodkiem-od-zaraz-en-ua-ID4kflt"
"Kawalerka przy Rynku z ogródkiem, od zaraz En/Ru","Stare Miasto","2750","1","34","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-przy-rynku-z-ogrodkiem-od-zaraz-en-ru-ID4kflm"
"2-pokojowe przy placu Powstańców Śląskich","Krzyki","2550","2","42","+ czynsz: 560 zł/miesiąc","/pl/oferta/2-pokojowe-przy-placu-powstancow-slaskich-ID4kf8N"
"Komfortowe, 2-pokojowe mieszkanie z balkonem i 2 M","Krzyki","4000","2","57","+ czynsz: poszukaj w opisie","/pl/oferta/komfortowe-2-pokojowe-mieszkanie-z-balkonem-i-2-m-ID4kf0F"
"3 pokojowe , blisko Legnickiej i Centrum","Fabryczna","2850","3","65","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokojowe-blisko-legnickiej-i-centrum-ID4keXP"
"Nowa Kawalerka w Centrum Miasta| 12 Piętro|Loft |","Stare Miasto","2650","1","27","+ czynsz: 300 zł/miesiąc","/pl/oferta/nowa-kawalerka-w-centrum-miasta-12-pietro-loft-ID4keVG"
"Sky Tower,10minutDworzecGłówny,parking,Tvszafy","Fabryczna","2550","2","42","+ czynsz: 560 zł/miesiąc","/pl/oferta/sky-tower-10minutdworzecglowny-parking-tvszafy-ID4keVc"
"Nowe mieszkanie 2 pok. |Wysoki Standard|11 piętro|","Stare Miasto","3200","2","37","+ czynsz: 400 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pok-wysoki-standard-11-pietro-ID4keWo"
"Wynajem/2 pokoje, zieleń, cisza w mieście","Psie Pole","2500","2","47.67","+ czynsz: 506 zł/miesiąc","/pl/oferta/wynajem-2-pokoje-zielen-cisza-w-miescie-ID4keHz"
"Stylowa kawalerka z balkonem blisko centrum/Długa","Stare Miasto","2270","1","27.46","+ czynsz: poszukaj w opisie","/pl/oferta/stylowa-kawalerka-z-balkonem-blisko-centrum-dluga-ID4keFM"
"Mieszkanie w domu jednorodzinnym","Śródmieście","2500","2","35","+ czynsz: 700 zł/miesiąc","/pl/oferta/mieszkanie-w-domu-jednorodzinnym-ID4keCs"
"Apartament na wrocławskich Krzykach WYNAJMĘ","Krzyki","12","5","181","+ czynsz: 2300 zł/miesiąc","/pl/oferta/apartament-na-wroclawskich-krzykach-wynajme-ID4kes3"
"Wyjątkowy apartament 2 pok. przy Odrze","Śródmieście","3500","2","45","+ czynsz: poszukaj w opisie","/pl/oferta/wyjatkowy-apartament-2-pok-przy-odrze-ID4keo5"
"2-pok | Balkon | pl. Grunwaldzki","Śródmieście","3200","2","76","+ czynsz: poszukaj w opisie","/pl/oferta/2-pok-balkon-pl-grunwaldzki-ID4kenT"
"Nowe mieszkanie 2-pokojowe | Klimatyzacja|Garaż |","Fabryczna","3600","2","40","+ czynsz: 580 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pokojowe-klimatyzacja-garaz-ID4kejH"
"Centrum, ok. Krasińskiego","Śródmieście","3000","2","49","+ czynsz: 320 zł/miesiąc","/pl/oferta/centrum-ok-krasinskiego-ID4kegO"
"3-pokojowe mieszkanie ul. Madalińskiego/Pułaskiego","Krzyki","3200","3","62","+ czynsz: 750 zł/miesiąc","/pl/oferta/3-pokojowe-mieszkanie-ul-madalinskiego-pulaskiego-ID4jRg7"
"3 niezależne pokoje, ul. Ścinawska, ścisłe centrum","Stare Miasto","2400","3","54","+ czynsz: 830 zł/miesiąc","/pl/oferta/3-niezalezne-pokoje-ul-scinawska-scisle-centrum-ID4keah"
"3-pokojowe, umeblowane mieszkanie w bloku , media","Krzyki","2700","3","55","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokojowe-umeblowane-mieszkanie-w-bloku-media-ID4kdV7"
"wygodne 2 pokoje, ul. Kościuszki centrum","Stare Miasto","2600","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/wygodne-2-pokoje-ul-kosciuszki-centrum-ID4kdSR"
"Nowe 3 pokojowe m. w inwestycji Planty Racławickie","Krzyki","3500","3","65","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-3-pokojowe-m-w-inwestycji-planty-raclawickie-ID4kdNF"
"Nowe mieszkanie 2-pokojowe | Grabiszyn | Garaż |","Fabryczna","3400","2","40","+ czynsz: 580 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pokojowe-grabiszyn-garaz-ID4kdAj"
"Wysoki standard | Blisko Sky Tower | 147mkw","Krzyki","8200","3","147","+ czynsz: 1100 zł/miesiąc","/pl/oferta/wysoki-standard-blisko-sky-tower-147mkw-ID4kdvI"
"Luksusowa kawalerka, Centrum, Legnicka 33","Stare Miasto","2250","1","22","+ czynsz: 300 zł/miesiąc","/pl/oferta/luksusowa-kawalerka-centrum-legnicka-33-ID4k51r"
"Luxury 2room apartment in Ovo, Hilton, CityCenter","Stare Miasto","3700","2","35","+ czynsz: 700 zł/miesiąc","/pl/oferta/luxury-2room-apartment-in-ovo-hilton-citycenter-ID4kdrP"
"Mieszkanie 2 pokojowe, WROCŁAW ul. Zakładowa","Psie Pole","2635","2","33.64","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-wroclaw-ul-zakladowa-ID4kdom"
"Leśnica Piętro w domu dla Pracowników•700zł/os.","Fabryczna","2999","2","60","+ czynsz: 1200 zł/miesiąc","/pl/oferta/lesnica-pietro-w-domu-dla-pracownikow700zl-os-ID4kdne"
"Krzyki, przy Parku Południowym, pierwszy wynajem","Krzyki","3000","2","58","+ czynsz: 381 zł/miesiąc","/pl/oferta/krzyki-przy-parku-poludniowym-pierwszy-wynajem-ID4kdmO"
"Trzypokojowe Mieszkanie przy ul. Inżynierskiej","Fabryczna","3200","3","46.5","+ czynsz: 650 zł/miesiąc","/pl/oferta/trzypokojowe-mieszkanie-przy-ul-inzynierskiej-ID4kdhb"
"0% prowizji, Studio z balkonem Angel City, Gym&Spa","Krzyki","2800","1","28","+ czynsz: 500 zł/miesiąc","/pl/oferta/0-prowizji-studio-z-balkonem-angel-city-gym-spa-ID4kdbR"
"Blisko Parku / Przytulne Mieszkanie / Balkon","Krzyki","3400","3","75","+ czynsz: 550 zł/miesiąc","/pl/oferta/blisko-parku-przytulne-mieszkanie-balkon-ID4kd6u"
"Piękne mieszkanie Zwycięska + balkon","Krzyki","3200","2","55.03","+ czynsz: poszukaj w opisie","/pl/oferta/piekne-mieszkanie-zwycieska-balkon-ID4kcTm"
"CorteVerona-Klimatyzacja-Balkon-Parking","Fabryczna","2800","2","47.73","+ czynsz: 800 zł/miesiąc","/pl/oferta/corteverona-klimatyzacja-balkon-parking-ID4jZ9S"
"Komfortowe Mieszkanie Na Krzykach","Krzyki","2500","2","37","+ czynsz: 500 zł/miesiąc","/pl/oferta/komfortowe-mieszkanie-na-krzykach-ID4kcJO"
"3 pokoje/ 60m2 ogródek/Racławicka/fitness/nowe","Krzyki","6000","3","62","+ czynsz: 760 zł/miesiąc","/pl/oferta/3-pokoje-60m2-ogrodek-raclawicka-fitness-nowe-ID4kcCw"
"Mieszkanie 2 pokojowe do wynajęcia","Krzyki","1800","2","51.8","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-2-pokojowe-do-wynajecia-ID4iJlf"
"(PL/RU/ENG) Trzypokojowe | Od Zaraz | Balkon","Fabryczna","2300","3","54","+ czynsz: 640 zł/miesiąc","/pl/oferta/pl-ru-eng-trzypokojowe-od-zaraz-balkon-ID4kcfX"
"/Duże Dwupoziome Mieszkanie/Balkon/100M/","Krzyki","5700","4","100","+ czynsz: 900 zł/miesiąc","/pl/oferta/duze-dwupoziome-mieszkanie-balkon-100m-ID4kc9c"
"Kawalerka - Odra, balkon, klimatyzacja - centrum","Śródmieście","2500","1","25","+ czynsz: 550 zł/miesiąc","/pl/oferta/kawalerka-odra-balkon-klimatyzacja-centrum-ID4k1Q5"
"2 pokoje z balkonem, Braniborska, 1-szy najem","Stare Miasto","3000","2","35","+ czynsz: 500 zł/miesiąc","/pl/oferta/2-pokoje-z-balkonem-braniborska-1-szy-najem-ID4k4O6"
"No commission! 1-Bedroom with AC in Wrocław Centre","dolnośląskie","3240","2","35.86","+ czynsz: 361 zł/miesiąc","/pl/oferta/no-commission-1-bedroom-with-ac-in-wroclaw-centre-ID4jTBX"
"Przytulne mieszkanie na Ołtaszynie","Krzyki","3500","2","54","+ czynsz: poszukaj w opisie","/pl/oferta/przytulne-mieszkanie-na-oltaszynie-ID4kbTH"
"Atal Towers 12 piętro z widokiem i dużym tarasem","Stare Miasto","4600","2","52","+ czynsz: 800 zł/miesiąc","/pl/oferta/atal-towers-12-pietro-z-widokiem-i-duzym-tarasem-ID4dnKv"
"Apartament*3 Pok*Balkon*Garaż*Krzyki-Ołtaszyn *","Krzyki","3999","3","85","+ czynsz: 860 zł/miesiąc","/pl/oferta/apartament3-pokbalkongarazkrzyki-oltaszyn-ID4kbo4"
"Mieszkanie z ogrodem na zamkniętej posesji","Śródmieście","5000","4","150","+ czynsz: 1250 zł/miesiąc","/pl/oferta/mieszkanie-z-ogrodem-na-zamknietej-posesji-ID4kbng"
"Bilsko centrum! ogród! miejsca naziemne!","Fabryczna","2800","3","69","+ czynsz: 500 zł/miesiąc","/pl/oferta/bilsko-centrum-ogrod-miejsca-naziemne-ID4kbbw"
"*LUX Apartament*2 pokoje*Krzyki ul.Szarugi*Nowy!","Krzyki","3200","2","50","+ czynsz: 600 zł/miesiąc","/pl/oferta/lux-apartament2-pokojekrzyki-ul-szaruginowy-ID4jXAx"
"nowe, 2-pokojowe mieszkanie z balkonem na nowym os","Fabryczna","2500","2","48","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-2-pokojowe-mieszkanie-z-balkonem-na-nowym-os-ID4kb5A"
"2 pokoje + kuchnia / 64m2 / Sztabowa / wolne !!","Krzyki","2500","2","64","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-kuchnia-64m2-sztabowa-wolne-ID4kb2h"
"Grabiszyńska | Nowa kawalerka | komórka lok | 29m2","Stare Miasto","2500","1","29","+ czynsz: 350 zł/miesiąc","/pl/oferta/grabiszynska-nowa-kawalerka-komorka-lok-29m2-ID4kyG6"
"Nowe studio wys. standard 30 m ul. Na Grobli","Krzyki","2900","1","30","+ czynsz: 370 zł/miesiąc","/pl/oferta/nowe-studio-wys-standard-30-m-ul-na-grobli-ID4kFdl"
"Lokal mieszkalno-biurowy Wrocław ul. Dworcowa","Stare Miasto","2600","3","56","+ czynsz: 720 zł/miesiąc","/pl/oferta/lokal-mieszkalno-biurowy-wroclaw-ul-dworcowa-ID4kEP1"
"Nowe 2 pokoje | Blisko centrum | Pierwszy najem !","Stare Miasto","2815","2","35","+ czynsz: 500 zł/miesiąc","/pl/oferta/nowe-2-pokoje-blisko-centrum-pierwszy-najem-ID4jWIb"
"Komfortowe, z balkonem i miejscem postojowym","Krzyki","2600","3","47.35","+ czynsz: 500 zł/miesiąc","/pl/oferta/komfortowe-z-balkonem-i-miejscem-postojowym-ID4kaz8"
"Klimatyczne mieszkanie w willi z ogrodem/ 2 Sauny","Krzyki","13","4","120","+ czynsz: poszukaj w opisie","/pl/oferta/klimatyczne-mieszkanie-w-willi-z-ogrodem-2-sauny-ID4kavn"
"Dożynkowa, rozkładowe, balkon, pierwszy najem","Krzyki","2600","2","46.89","+ czynsz: poszukaj w opisie","/pl/oferta/dozynkowa-rozkladowe-balkon-pierwszy-najem-ID4kalu"
"Apartament 97 m2 w zabytkowej kamienicy w centrum","Stare Miasto","5000","3","97.4","+ czynsz: 870 zł/miesiąc","/pl/oferta/apartament-97-m2-w-zabytkowej-kamienicy-w-centrum-ID4kagJ"
"80mkw,mieszkanie willowe, Sołtysowice 2,8+liczniki","Psie Pole","2800","3","80","+ czynsz: 1 zł/miesiąc","/pl/oferta/80mkw-mieszkanie-willowe-soltysowice-2-8-liczniki-ID4kafJ"
"Mieszkanie 2-pokojowe w Centrum Miasta","Stare Miasto","3050","2","40","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-2-pokojowe-w-centrum-miasta-ID4k6aG"
"2 Pokoje/Planty Racławickie/wysoki standard","Krzyki","3300","2","45","+ czynsz: 430 zł/miesiąc","/pl/oferta/2-pokoje-planty-raclawickie-wysoki-standard-ID4k6He"
"Piękne 2-pok. taras 2 m. post. park zamk. osiede","Krzyki","4600","2","54.17","+ czynsz: 650 zł/miesiąc","/pl/oferta/piekne-2-pok-taras-2-m-post-park-zamk-osiede-ID4k36h"
"Piękne mieszkanie w spokojnej okolicy","Psie Pole","4250","3","60","+ czynsz: 300 zł/miesiąc","/pl/oferta/piekne-mieszkanie-w-spokojnej-okolicy-ID4k1LD"
"★3 pok★2 balkony★ zamknięte osiedle★ Jagodno★","Krzyki","3300","3","50","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok2-balkony-zamkniete-osiedle-jagodno-ID4k9Og"
